respondent_id,学校種_canon,学校名_canon,column_key,column,choice
181,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
182,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
182,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
182,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),クイズ
182,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
182,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
182,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
182,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
182,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ワードクラウド
183,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
183,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
183,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
183,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
183,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
184,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
184,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
184,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),クイズ
184,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),手書き
184,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
184,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
185,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
185,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
185,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
185,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
186,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
186,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
186,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
186,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),辞書
186,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
187,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
187,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
187,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),クイズ
187,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
187,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
188,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
188,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
188,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
188,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
188,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),閲覧(えつらん)時間集計
189,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
189,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
189,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
189,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),クイズ
189,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
189,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),理解度チェックダッシュボード
189,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),AIエージェント(AI先生・Tammy等)
190,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
190,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
190,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),クイズ
190,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
190,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
190,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
191,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
191,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
191,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
191,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
192,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
192,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
192,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
192,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),手書き
192,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
192,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),クイズ
192,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
192,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
193,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
193,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
193,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
193,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
193,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
194,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
194,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
194,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
194,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
194,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
194,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),AI推薦(すいせん)
195,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
195,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
195,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
195,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
195,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),手書き
195,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
195,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
195,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),メモ分析(ぶんせき)
195,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),AI推薦(すいせん)
196,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
196,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
196,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
196,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
196,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
196,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
196,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),クイズ集計
197,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
197,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
197,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),クイズ
197,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
197,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
197,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
198,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
198,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
198,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
198,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
198,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
198,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),閲覧(えつらん)時間集計
198,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),AI推薦(すいせん)
199,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
199,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
199,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
199,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
200,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
200,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
200,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
201,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
201,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
201,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
202,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
202,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
202,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),しおり
202,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),閲覧(えつらん)時間集計
202,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),最近はあまり使わない
203,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
203,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
203,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
203,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
204,高等学校,西京高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
204,高等学校,西京高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
204,高等学校,西京高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
205,中学校,西京中学校付属高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
205,中学校,西京中学校付属高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
205,中学校,西京中学校付属高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),手書き
205,中学校,西京中学校付属高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),理解度チェックダッシュボード
205,中学校,西京中学校付属高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),AI推薦(すいせん)
206,中学校,西京中学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
206,中学校,西京中学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
206,中学校,西京中学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
206,中学校,西京中学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",美術
206,中学校,西京中学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),手書き
206,中学校,西京中学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
206,中学校,西京中学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),AIエージェント(AI先生・Tammy等)
206,中学校,西京中学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),理解度チェックダッシュボード
207,中学校,西京中学校付属高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
207,中学校,西京中学校付属高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
207,中学校,西京中学校付属高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),クイズ
207,中学校,西京中学校付属高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),理解度チェックダッシュボード
207,中学校,西京中学校付属高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),クイズ集計
208,中学校,西京中学校付属高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",算数・数学
208,中学校,西京中学校付属高等学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
208,中学校,西京中学校付属高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),URLリコメンド
208,中学校,西京中学校付属高等学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
208,中学校,西京中学校付属高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),AI推薦(すいせん)
208,中学校,西京中学校付属高等学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),AIエージェント(AI先生・Tammy等)
209,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
209,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
209,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
209,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
210,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
210,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
210,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
210,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
211,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
211,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
211,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
211,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
212,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
212,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
212,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
212,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
213,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
213,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
213,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
213,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
214,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
214,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
214,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
214,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
215,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
215,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
215,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
215,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),メモ分析(ぶんせき)
216,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
216,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
216,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
216,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),ほとんど使ったことがない
217,小学校,立岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",外国語
217,小学校,立岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
217,小学校,立岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
217,小学校,立岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
218,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
218,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
218,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),メモ
218,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),手書き
218,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),タイマー
218,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),メモ分析(ぶんせき)
218,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
219,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
219,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
219,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
219,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
220,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
220,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
220,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
220,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
221,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",国語
221,小学校,岩沼小学校,Q_subjects,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)",理科
221,小学校,岩沼小学校,Q_br_features,BookRollでよく使う機能を選んでください(複数選択(せんたく)可),マーカー
221,小学校,岩沼小学校,Q_lp_features,分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),マーカー分析(ぶんせき)
