ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),予習・復習を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),学校の勉強以外を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間 1週間あたり【 】時間 (※半角数字で入力してください),勉強の計画を立てる時間 1週間あたり【 】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?,is_combined_jhs_hs,school_geo_prefix,学校種_canon,学校名_canon,学年_canon,利用期間_years,利用期間_months,利用期間_total_months,level_filled_from_grade,needs_manual_level,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校)_canon,respondent_id
95,2025-02-12 08:37:25,2025-02-12 08:37:49,anonymous,,西京高等学校付属中学校,中学校2年生,中学校,0/0,ほとんど使用していない,算数・数学;理科;社会,あまり使いこなすことができなかった,マーカー;クイズ;,クイズ集計;ワードクラウド;AI推薦(すいせん);AIエージェント(AI先生・Tammy等);,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,5.0,2.0,1.0,1.0,0.5,どちらかというと反対である,賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,強く反対である,反対である,どちらかというと反対である,反対である,False,,中学校,西京高等学校付属中学校,中2,0,0,0,False,False,西京高等学校付属中学校,94
96,2025-02-12 08:33:35,2025-02-12 08:37:52,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,2/10,1週間に数回程度,算数・数学,使いこなすことができた,手書き;,AI推薦(すいせん);,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,,10.0,5.0,2.0,0.0,0.0,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,2,10,34,False,False,西京中学校付属高等学校,95
97,2025-02-12 08:35:04,2025-02-12 08:37:53,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,2/10,1週間に数回程度,算数・数学,使いこなすことができた,メモ;,閲覧(えつらん)時間集計;AI推薦(すいせん);,使用することがある,使用することがある,使用することがある,使用することがある,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,3.0,6.0,13.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西京中学校付属高等学校,中2,2,10,34,False,False,西京中学校付属高等学校,96
98,2025-02-12 08:31:00,2025-02-12 08:37:54,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/9,ほぼ毎時間,算数・数学;外国語,使いこなすことができた,クイズ;メモ;手書き;,AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,使用することがある,使用することがある,使用することがある,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,,7.0,9.0,50.0,1.0,2.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,賛成である,賛成である,強く反対である,強く反対である,賛成である,賛成である,強く反対である,False,,中学校,西京中学校付属高等学校,中2,1,9,21,False,False,西京中学校付属高等学校,97
99,2025-02-12 08:33:11,2025-02-12 08:37:59,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,ほぼ毎時間,算数・数学,使いこなすことができた,手書き;,理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,16.0,7.0,3.0,1.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,98
100,2025-02-12 08:35:23,2025-02-12 08:38:00,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,約2年,1週間に数回程度,算数・数学,あまり使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,もっさり感は否めないので改善してほしい,14.0,14.0,19.0,10.0,10.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,2,0,24,False,False,西京中学校付属高等学校,99
101,2025-02-12 08:34:32,2025-02-12 08:38:01,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,ほぼ毎時間,算数・数学;外国語,とてもうまく使いこなすことができた,手書き;,クイズ集計;理解度チェックダッシュボード;AIエージェント(AI先生・Tammy等);,頻繁(ひんぱん)に使用している,使用することがある,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,少しあてはまる,あてはまる,あてはまる,あまりあてはまらない,あてはまる,,7.0,8.0,2.0,1.0,1.0,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,100
102,2025-02-12 08:31:03,2025-02-12 08:38:11,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,ほぼ毎時間,算数・数学;理科;外国語;国語,使いこなすことができた,メモ;,AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,あてはまる,あてはまる,少しあてはまる,あてはまる,あてはまる,あてはまる,あてはまらない,少しあてはまる,あてはまる,少しあてはまる,,3.0,12.0,2.0,0.0,0.25,どちらかというと反対である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと反対である,賛成である,賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,101
103,2025-02-12 08:31:11,2025-02-12 08:38:14,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/9,ほぼ毎時間,算数・数学;外国語,使いこなすことができた,メモ;,閲覧(えつらん)時間集計;,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまる,少しあてはまる,,8.0,2.0,3.0,0.0,0.0,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,反対である,False,,中学校,西京中学校付属高等学校,中2,1,9,21,False,False,西京中学校付属高等学校,102
104,2025-02-12 08:33:43,2025-02-12 08:38:15,anonymous,,西京中学校,中学校2年生,中学校,2/6,ほぼ毎時間,国語;算数・数学;外国語;美術,とてもうまく使いこなすことができた,ほとんど使ったことがない;,閲覧(えつらん)時間集計;理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,,2.0,5.0,3.0,0.5,0.5,強く賛成である,強く賛成である,どちらかというと反対である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,どちらかというと反対である,False,,中学校,西京中学校,中2,2,6,30,False,False,西京高等学校付属中学校,103
105,2025-02-12 08:35:27,2025-02-12 08:38:17,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,0/0,ほとんど使用していない,未使用,システムそのものがよくわからない,メモ;,ほとんど使ったことがない;,使用することがある,全く使用しない,全く使用しない,全く使用しない,あまり使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,よくわかんない,2.0,0.0,4.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中2,0,0,0,False,False,西京中学校付属高等学校,104
106,2025-02-12 08:35:45,2025-02-12 08:38:30,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,2/0,ほぼ毎時間,算数・数学,使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,使用することがある,あまり使用しない,あまり使用しない,使用することがある,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あてはまらない,少しあてはまる,あまりあてはまらない,,7.0,8.0,7.0,4.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西京中学校付属高等学校,中2,2,0,24,False,False,西京中学校付属高等学校,105
107,2025-02-12 08:31:41,2025-02-12 08:38:31,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,1週間に数回程度,算数・数学;外国語,使いこなすことができた,手書き;クイズ;,ほとんど使ったことがない;,あまり使用しない,全く使用しない,全く使用しない,質問の意味がわからない,あまり使用しない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,ペンツールをもっとスムーズに充実させてほしい 直線を引ける機能なども欲しい。 解いてる最中とかに次のページに行ったり重かったりするので改善してほしい。それだったら神の教材を使ったほうがマシ どうやって他の人と共有するんですか???,12.0,2.0,6.0,0.0,0.5,反対である,強く反対である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,強く反対である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,106
108,2025-02-12 08:34:02,2025-02-12 08:38:32,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,ほぼ毎時間,算数・数学;外国語,使いこなすことができた,手書き;,ほとんど使ったことがない;,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,,4.0,6.0,1.5,0.0,0.0,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,107
109,2025-02-12 08:31:28,2025-02-12 08:38:33,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,2/12,ほぼ毎時間,算数・数学,使いこなすことができた,メモ;,AIエージェント(AI先生・Tammy等);,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,あてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,8.0,7.0,0.0,3.0,0.5,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中2,3,0,36,False,False,西京中学校付属高等学校,108
110,2025-02-12 08:31:42,2025-02-12 08:38:42,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,1週間に数回程度,算数・数学;外国語,あまり使いこなすことができなかった,メモ;手書き;,AI推薦(すいせん);,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,BookRollについて、書いた内容がよく消えてしまいます。,4.0,3.0,5.0,1.0,0.5,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,109
111,2025-02-12 08:31:22,2025-02-12 08:38:42,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,ほぼ毎時間,算数・数学,あまり使いこなすことができなかった,マーカー;,AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,あまり使用しない,全く使用しない,全く使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまる,あてはまらない,ログインできる時間が短すぎて何度も入りなおさなければいけないのが嫌だ。,2.0,10.0,0.0,0.0,1.5,どちらかというと賛成である,強く賛成である,強く賛成である,賛成である,強く賛成である,どちらかというと反対である,どちらかというと反対である,強く賛成である,強く賛成である,強く賛成である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,110
112,2025-02-12 08:33:58,2025-02-12 08:38:43,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,ほぼ毎時間,算数・数学;社会;理科,使いこなすことができた,手書き;メモ;,AIエージェント(AI先生・Tammy等);,頻繁(ひんぱん)に使用している,あまり使用しない,全く使用しない,全く使用しない,使用することがある,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,BookRollの動作が非常に重い。少しスワイプしただけでページが変わってしまうなどのバグが多い。,8.0,6.0,4.0,0.0,0.5,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,111
113,2025-02-12 08:33:32,2025-02-12 08:38:43,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,ほぼ毎時間,算数・数学;外国語,使いこなすことができた,メモ;,メモ分析(ぶんせき);,使用することがある,全く使用しない,全く使用しない,全く使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,,7.0,3.0,1.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,反対である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,112
114,2025-02-12 08:33:30,2025-02-12 08:38:44,anonymous,,西京高等学校付属中学校,中学校2年生,中学校,1/10,ほぼ毎時間,算数・数学,使いこなすことができた,メモ;,理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,あまり使用しない,全く使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,あまりあてはまらない,あてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,,4.0,8.0,4.0,0.5,1.0,賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西京高等学校付属中学校,中2,1,10,22,False,False,西京高等学校付属中学校,113
115,2025-02-12 08:34:41,2025-02-12 08:38:45,anonymous,,西京高等学校付属中学校,中学校2年生,中学校,1/11,ほぼ毎時間,算数・数学,使いこなすことができた,ほとんど使ったことがない;,AI推薦(すいせん);,頻繁(ひんぱん)に使用している,使用することがある,使用することがある,頻繁(ひんぱん)に使用している,使用することがある,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,,2.0,2.0,1.0,1.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,False,,中学校,西京高等学校付属中学校,中2,1,11,23,False,False,西京高等学校付属中学校,114
116,2025-02-12 08:31:00,2025-02-12 08:38:46,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,1ヶ月に数回程度,算数・数学,使いこなすことができた,メモ;手書き;,AI推薦(すいせん);,使用することがある,あまり使用しない,全く使用しない,全く使用しない,使用することがある,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あてはまる,,4.0,11.0,0.0,0.2,0.0,どちらかというと賛成である,強く賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,強く賛成である,強く賛成である,反対である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,115
117,2025-02-12 08:31:03,2025-02-12 08:38:52,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,ほぼ毎時間,算数・数学;国語;外国語,使いこなすことができた,メモ;マーカー;手書き;クイズ;,AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,使用することがある,あてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あてはまる,,10.0,5.0,3.0,1.0,0.5,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,116
118,2025-02-12 08:35:16,2025-02-12 08:38:54,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,2,ほぼ毎時間,算数・数学,使いこなすことができた,メモ;,ほとんど使ったことがない;,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,,1.5,1.0,0.0,2.0,0.5,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,反対である,False,,中学校,西京中学校付属高等学校,中2,2,0,24,False,False,西京中学校付属高等学校,117
119,2025-02-12 08:35:15,2025-02-12 08:39:10,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/8,ほぼ毎時間,理科;外国語;算数・数学,あまり使いこなすことができなかった,メモ;,AI推薦(すいせん);,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,あてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,,2.0,5.0,15.0,1.0,0.5,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,1,8,20,False,False,西京中学校付属高等学校,118
120,2025-02-12 08:34:30,2025-02-12 08:39:12,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,2/0,1週間に数回程度,算数・数学,使いこなすことができた,メモ;,理解度チェックダッシュボード;AI推薦(すいせん);,使用することがある,使用することがある,あまり使用しない,使用することがある,使用することがある,少しあてはまる,あてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,8.0,5.0,6.0,4.0,1.0,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと反対である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,反対である,False,,中学校,西京中学校付属高等学校,中2,2,0,24,False,False,西京中学校付属高等学校,119
121,2025-02-12 08:36:03,2025-02-12 08:39:12,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,2,ほぼ毎時間,算数・数学;理科;外国語,使いこなすことができた,メモ;,メモ分析(ぶんせき);,使用することがある,使用することがある,使用することがある,使用することがある,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,特になし,2.0,0.0,3.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,2,0,24,False,False,西京中学校付属高等学校,120
122,2025-02-12 08:35:01,2025-02-12 08:39:17,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/11,ほぼ毎時間,算数・数学;理科;外国語,使いこなすことができた,手書き;,AI推薦(すいせん);,頻繁(ひんぱん)に使用している,使用することがある,使用することがある,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,あてはまる,あてはまる,,7.0,5.0,4.0,3.0,2.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,1,11,23,False,False,西京中学校付属高等学校,121
123,2025-02-12 08:33:19,2025-02-12 08:39:19,anonymous,,西京中学校付属高等学校,中学校2年生,中学校,1/10,ほぼ毎時間,算数・数学;外国語;理科,使いこなすことができた,教科書とか、プリントのかわり;,メモ分析(ぶんせき);AIエージェント(AI先生・Tammy等);,頻繁(ひんぱん)に使用している,使用することがある,使用することがある,使用することがある,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,2.0,7.0,6.0,1.0,1.0,賛成である,どちらかというと反対である,質問の意味がわからない,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中2,1,10,22,False,False,西京中学校付属高等学校,122
124,2025-02-12 08:35:50,2025-02-12 08:39:29,anonymous,,西京中学校,中学校2年生,中学校,0/7,1ヶ月に数回程度,算数・数学,システムそのものがよくわからない,メモ;,理解度チェックダッシュボード;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,,1.5,0.5,12.0,0.0,0.0,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,False,,中学校,西京中学校,中2,0,7,7,False,False,西京高等学校付属中学校,123
